symbol,exchange,date,adjusted close,option symbol,expiration,strike,call/put,style,ask,bid,mean price,iv,volume,open interest,stock price for iv,*,delta,vega,gamma,theta,rho
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00350000,01/18/2023,350,P,A,0.01,0,0,-1,1,1004,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00351000,01/18/2023,351,C,A,41.02,39.83,40.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00351000,01/18/2023,351,P,A,0.01,0,0,-1,0,22,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00352000,01/18/2023,352,C,A,40.02,38.83,39.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00352000,01/18/2023,352,P,A,0.01,0,0,-1,0,705,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00353000,01/18/2023,353,C,A,39.02,37.83,38.425,-1,0,8,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00353000,01/18/2023,353,P,A,0.01,0,0,-1,0,590,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00354000,01/18/2023,354,C,A,38.02,36.83,37.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00354000,01/18/2023,354,P,A,0.01,0,0,-1,0,20,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00355000,01/18/2023,355,C,A,37.02,35.83,36.425,-1,1,3,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00355000,01/18/2023,355,P,A,0.01,0,0,-1,0,423,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00356000,01/18/2023,356,C,A,36.02,34.83,35.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00356000,01/18/2023,356,P,A,0.01,0,0,-1,0,450,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00357000,01/18/2023,357,C,A,35.02,33.83,34.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00357000,01/18/2023,357,P,A,0.01,0,0,-1,0,414,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00358000,01/18/2023,358,C,A,34.02,32.83,33.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00358000,01/18/2023,358,P,A,0.01,0,0,-1,0,85,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00359000,01/18/2023,359,C,A,33.02,31.83,32.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00359000,01/18/2023,359,P,A,0.01,0,0,-1,2,1411,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00360000,01/18/2023,360,C,A,32.02,30.83,31.425,-1,2,7,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00360000,01/18/2023,360,P,A,0.01,0,0,-1,11,6529,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00361000,01/18/2023,361,C,A,31.02,29.83,30.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00361000,01/18/2023,361,P,A,0.01,0,0,-1,3,108,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00362000,01/18/2023,362,C,A,30.02,28.83,29.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00362000,01/18/2023,362,P,A,0.01,0,0,-1,0,891,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00363000,01/18/2023,363,C,A,29.02,27.83,28.425,-1,1,1,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00363000,01/18/2023,363,P,A,0.01,0,0,-1,0,2481,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00364000,01/18/2023,364,C,A,28.02,26.83,27.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00364000,01/18/2023,364,P,A,0.01,0,0,-1,2,5140,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00365000,01/18/2023,365,C,A,27.02,25.83,26.425,-1,0,3,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00365000,01/18/2023,365,P,A,0.01,0,0,-1,46,3181,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00366000,01/18/2023,366,C,A,26.02,24.83,25.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00366000,01/18/2023,366,P,A,0.01,0,0,-1,1,316,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00367000,01/18/2023,367,C,A,25.02,23.83,24.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00367000,01/18/2023,367,P,A,0.01,0,0,-1,0,212,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00368000,01/18/2023,368,C,A,24.02,22.83,23.425,-1,0,0,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00368000,01/18/2023,368,P,A,0.01,0,0,-1,0,275,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00369000,01/18/2023,369,C,A,23.02,21.83,22.425,-1,9,9,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00369000,01/18/2023,369,P,A,0.01,0,0,-1,12,563,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00370000,01/18/2023,370,C,A,22.02,20.83,21.425,-1,8,24,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00370000,01/18/2023,370,P,A,0.01,0,0,-1,10,3801,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00371000,01/18/2023,371,C,A,21.02,19.83,20.425,-1,0,1,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00371000,01/18/2023,371,P,A,0.01,0,0,-1,20,2274,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00372000,01/18/2023,372,C,A,20.02,18.83,19.425,-1,0,9,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00372000,01/18/2023,372,P,A,0.01,0,0,-1,14,14024,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00373000,01/18/2023,373,C,A,19.02,17.83,18.425,-1,28,30,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00373000,01/18/2023,373,P,A,0.01,0,0,-1,44,936,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00374000,01/18/2023,374,C,A,18.02,16.83,17.425,-1,2,4,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00374000,01/18/2023,374,P,A,0.01,0,0,-1,107,810,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00375000,01/18/2023,375,C,A,17.02,15.83,16.425,-1,2,13,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00375000,01/18/2023,375,P,A,0.01,0,0,-1,18,1924,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00376000,01/18/2023,376,C,A,16.02,14.83,15.425,-1,7,32,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00376000,01/18/2023,376,P,A,0.01,0,0,-1,6,666,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00377000,01/18/2023,377,C,A,15.02,13.83,14.425,-1,2,46,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00377000,01/18/2023,377,P,A,0.01,0,0,-1,12,3128,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00378000,01/18/2023,378,C,A,14.02,12.83,13.425,-1,3,1060,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00378000,01/18/2023,378,P,A,0.01,0,0,-1,16,1564,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00379000,01/18/2023,379,C,A,13.02,11.83,12.425,-1,11,1261,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00379000,01/18/2023,379,P,A,0.01,0,0,-1,28,3688,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00380000,01/18/2023,380,C,A,12.02,10.83,11.425,-1,102,1189,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00380000,01/18/2023,380,P,A,0.01,0,0,-1,70,7094,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00381000,01/18/2023,381,C,A,11.02,9.83,10.425,-1,11,855,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00381000,01/18/2023,381,P,A,0.01,0,0,-1,72,2988,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00382000,01/18/2023,382,C,A,10.02,8.83,9.425,-1,71,799,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00382000,01/18/2023,382,P,A,0.01,0,0,-1,66,3022,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00383000,01/18/2023,383,C,A,9.02,7.83,8.425,-1,27,568,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00383000,01/18/2023,383,P,A,0.01,0,0,-1,12956,3331,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00384000,01/18/2023,384,C,A,8.02,6.83,7.425,-1,46,1019,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00384000,01/18/2023,384,P,A,0.01,0,0,-1,9327,3496,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00385000,01/18/2023,385,C,A,7.03,5.83,6.43,-1,147,1140,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00385000,01/18/2023,385,P,A,0.01,0,0,-1,10401,4715,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00386000,01/18/2023,386,C,A,6.03,4.83,5.43,-1,144,982,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00386000,01/18/2023,386,P,A,0.01,0,0,-1,9812,4783,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00387000,01/18/2023,387,C,A,5.03,3.83,4.43,-1,211,3703,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00387000,01/18/2023,387,P,A,0.01,0,0,-1,5767,4710,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00388000,01/18/2023,388,C,A,4.02,2.83,3.425,-1,414,6128,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00388000,01/18/2023,388,P,A,0.01,0,0,-1,10553,6818,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00389000,01/18/2023,389,C,A,3.03,1.83,2.43,-1,507,3586,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00389000,01/18/2023,389,P,A,0.01,0,0,-1,17009,6342,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00390000,01/18/2023,390,C,A,2.03,0.85,1.44,-1,5165,1892,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00390000,01/18/2023,390,P,A,0.01,0,0,-1,53325,10167,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00391000,01/18/2023,391,C,A,0.64,0.04,0.34,-1,12048,1709,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00391000,01/18/2023,391,P,A,0.02,0.01,0.015,-1,187997,6989,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00392000,01/18/2023,392,C,A,0.02,0.01,0.015,-1,65421,1121,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00392000,01/18/2023,392,P,A,0.65,0.53,0.59,-1,331858,10054,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00393000,01/18/2023,393,C,A,0.01,0,0,-1,148138,2380,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00393000,01/18/2023,393,P,A,1.66,1.51,1.585,-1,337896,8290,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00394000,01/18/2023,394,C,A,0.01,0,0,-1,276813,4080,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00394000,01/18/2023,394,P,A,2.76,2.38,2.57,-1,275365,13034,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00395000,01/18/2023,395,C,A,0.01,0,0,-1,248337,4421,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00395000,01/18/2023,395,P,A,4.07,3.36,3.715,-1,195803,23984,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00396000,01/18/2023,396,C,A,0.01,0,0,-1,198914,5235,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00396000,01/18/2023,396,P,A,5.15,3.97,4.56,-1,119196,10468,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00397000,01/18/2023,397,C,A,0.01,0,0,-1,144527,8347,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00397000,01/18/2023,397,P,A,6.15,5,5.575,-1,152507,12375,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00398000,01/18/2023,398,C,A,0.01,0,0,-1,141638,13958,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00398000,01/18/2023,398,P,A,7.13,6.05,6.59,-1,163777,17401,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00399000,01/18/2023,399,C,A,0.01,0,0,-1,194664,15153,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00399000,01/18/2023,399,P,A,8.15,7.1,7.625,-1,146279,8813,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00400000,01/18/2023,400,C,A,0.01,0,0,-1,316527,15174,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00400000,01/18/2023,400,P,A,9.17,7.97,8.57,-1,47540,5047,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00401000,01/18/2023,401,C,A,0.01,0,0,-1,113834,8446,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00401000,01/18/2023,401,P,A,10.17,8.97,9.57,-1,8192,1791,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00402000,01/18/2023,402,C,A,0.01,0,0,-1,72354,9954,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00402000,01/18/2023,402,P,A,11.17,9.97,10.57,-1,1076,580,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00403000,01/18/2023,403,C,A,0.01,0,0,-1,46382,16686,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00403000,01/18/2023,403,P,A,12.17,10.97,11.57,-1,485,177,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00404000,01/18/2023,404,C,A,0.01,0,0,-1,20203,8501,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00404000,01/18/2023,404,P,A,13.17,11.97,12.57,-1,778,225,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00405000,01/18/2023,405,C,A,0.01,0,0,-1,14017,10447,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00405000,01/18/2023,405,P,A,14.17,12.97,13.57,-1,487,165,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00406000,01/18/2023,406,C,A,0.01,0,0,-1,7370,6210,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00406000,01/18/2023,406,P,A,15.17,13.97,14.57,-1,170,93,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00407000,01/18/2023,407,C,A,0.01,0,0,-1,5923,4729,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00407000,01/18/2023,407,P,A,16.17,14.97,15.57,-1,33,17,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00408000,01/18/2023,408,C,A,0.01,0,0,-1,2376,3838,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00408000,01/18/2023,408,P,A,17.17,15.97,16.57,-1,21,17,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118C00409000,01/18/2023,409,C,A,0.01,0,0,-1,738,2599,391.45,,0,0,0,0,0
SPY,NYSEArca,01/18/2023,391.49,SPY   230118P00409000,01/18/2023,409,P,A,18.17,16.97,17.57,-1,145,40,391.45,,0,0,0,0,0
